idsml,idver,zverejneni,uzavreni,subjekt,ico,utvar,cena_bezdph,cena_sdph,cena_cizi,cena_cizi_mena,predmet,navazny
21021,21673,2016-07-21T17:46:33+02:00,2016-07-18,"Vincentinum - poskytovatel sociálních služeb Šternberk, příspěvková organizace",75004429,,64360.0,,,,Oprava trakčního kola kladky a lan u osobního výtahu,
21025,21677,2016-07-21T18:29:02+02:00,2016-07-18,Obec Hačky,00600016,,619500.0,749595.0,,,Smlouva o  dílo - Oprava místní komunikac Hačky - K Větřáku,
21029,21681,2016-07-21T18:32:10+02:00,2016-07-01,"Oborová zdravotní pojišťovna zaměstnanců bank, pojišťoven a stavebnictví",47114321,,,,,,Smlouva o poskytnutí technické podpory k software,
21037,21693,2016-07-21T19:10:35+02:00,2016-07-21,Katastrální úřad pro Liberecký kraj,00213713,,112340.0,135931.4,,,Úprava betonové podlahy pro pojízdné regály,
21033,21697,2016-07-21T19:14:17+02:00,1999-10-18,Ministerstvo životního prostředí,00164801,,,,,,"Provádění pravidelného servisu a oprav měření a regulace jednotek VZT, ohřevu TUV, výměníkové stanice atd.",
21041,21701,2016-07-21T19:53:43+02:00,2016-07-20,Státní pozemkový úřad,01312774,,,64960.0,,,Kupní smlouva,
21045,21705,2016-07-21T19:56:13+02:00,2016-07-15,Státní pozemkový úřad,01312774,,125881.0,,,,Smlouva o bezúplatném převodu pozemku,
21049,21709,2016-07-21T20:00:23+02:00,2016-06-28,Město Semily,00276111,,,,,,Smlouva o úvěru_přijetí kontokorentního úvěru,
21053,21713,2016-07-21T22:05:14+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,55415.4,,,,ZM,
21057,21717,2016-07-21T22:07:24+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,50088.0,,,,ZM,
21061,21721,2016-07-21T22:08:01+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,182509.35,,,,Objednávka z příjmu 5425/16 (Lekis nemocnice),
21065,21725,2016-07-21T22:08:40+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,133500.0,,,,Chemické čištění výměníků na topení a teplou vodu v areálu nemocnice.,
21069,21729,2016-07-21T22:11:17+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,98785.0,,,,léky,
21073,21733,2016-07-21T22:11:56+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,254675.0,,,,léky,
21077,21737,2016-07-21T22:13:07+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,126510.93,,,,léky,
21081,21741,2016-07-21T22:12:37+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,144000.0,,,,léky,
21085,21745,2016-07-21T22:13:36+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,51888.0,,,,Objednávka diagnostik,
21089,21749,2016-07-21T22:19:47+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,66569.2,,,,Objednávka diagnostik,
21093,21753,2016-07-21T22:20:19+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,142210.0,,,,Objednávka z příjmu 5513/16 (Lekis nemocnice),
21097,21757,2016-07-21T22:21:05+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,61669.57,,,,objednávka,
21101,21761,2016-07-21T22:21:34+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,524686.88,,,,Objednávka z příjmu 5502/16 (Lekis nemocnice),
21105,21765,2016-07-21T22:22:07+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,418546.7,,,,Objednávka léčiv,
21109,21769,2016-07-21T22:22:39+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,644069.23,,,,Objednávka léčiv,
21113,21773,2016-07-21T22:23:12+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,429011.96,,,,Objednávka léčiv,
21117,21777,2016-07-21T22:23:40+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,72587.85,,,,Objednávka z příjmu 5495/16 (Lekis nemocnice),
21121,21781,2016-07-21T22:24:10+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,273033.1,,,,Objednávka z příjmu 5503/16 (Lekis nemocnice),
21125,21785,2016-07-21T22:24:41+02:00,2016-07-04,"Krajská nemocnice T. Bati, a. s.",27661989,,1136069.0,,,,léky,
21129,21789,2016-07-21T22:25:14+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,57108.12,,,,objednávka infuzních roztoků na přímý závoz,
21133,21793,2016-07-21T22:25:43+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,110600.0,,,,Objednávka z příjmu 5571/16 (Lekis nemocnice),
21137,21797,2016-07-21T22:26:15+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,96097.7,,,,Objednávka léčiv,
21141,21801,2016-07-21T22:26:42+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,322993.98,,,,Objednávka z příjmu 5575/16 (Lekis nemocnice),
21145,21805,2016-07-21T22:27:18+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,108000.0,,,,ZM,
21149,21809,2016-07-21T22:27:52+02:00,2016-07-01,"Krajská nemocnice T. Bati, a. s.",27661989,,361930.0,,,,Objednávka diagnostik,
21153,21813,2016-07-21T22:28:23+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,72209.88,,,,Objednávka z příjmu 5577/16 (Lekis nemocnice),
21157,21817,2016-07-21T22:29:20+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,69000.0,,,,Drobné elektroinstalační práce a opravy (havárie) v areálu KNTB Zlín,
21161,21821,2016-07-21T22:28:49+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,50148.6,,,,Lůžko el.polohovatelné,
21165,21825,2016-07-21T22:29:46+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,50053.1,,,,Objednávka z příjmu 5542/16 (Lekis nemocnice),
21169,21829,2016-07-21T22:30:18+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,62077.93,,,,Objednávka z příjmu 3091/16 (Lekis veřejnost),
21173,21833,2016-07-21T22:31:05+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,58937.3,,,,Objednávka z příjmu 3098/16 (Lekis veřejnost),
21177,21837,2016-07-21T22:32:02+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,50000.0,,,,Kontrola technického stavu zdravotnického prostředku,
21181,21841,2016-07-21T22:31:37+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,320419.0,,,,léky,
21185,21845,2016-07-21T22:32:47+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,62147.94,,,,ZM,
21189,21849,2016-07-21T22:33:14+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,80784.0,,,,ZM,
21193,21853,2016-07-21T22:34:06+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,403200.68,,,,Objednávka léčiv,
21197,21857,2016-07-21T22:33:39+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,65340.0,,,,ZM,
21201,21861,2016-07-21T22:35:04+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,777614.22,,,,Objednávka léčiv,
21205,21865,2016-07-21T22:34:38+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,59567.2,,,,Objednávka léčiv,
21209,21869,2016-07-21T22:36:04+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,112000.0,,,,Objednávka léčiv,
21213,21873,2016-07-21T22:36:32+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,105890.0,,,,léky,
21217,21877,2016-07-21T22:35:34+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,493180.41,,,,Objednávka léčiv,
21221,21881,2016-07-21T22:37:02+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,61652.9,,,,Objednávka diagnostik,
21225,21885,2016-07-21T22:37:28+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,52000.0,,,,ZM,
21229,21889,2016-07-21T22:37:58+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,142200.0,,,,Objednávka z příjmu 5636/16 (Lekis nemocnice),
21233,21893,2016-07-21T22:38:26+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,217540.0,,,,ZM,
21237,21897,2016-07-21T22:38:55+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,90390.0,,,,Objednávka z příjmu 5635/16 (Lekis nemocnice),
21241,21901,2016-07-21T22:39:24+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,124564.58,,,,Objednávka z příjmu 5628/16 (Lekis nemocnice),
21245,21905,2016-07-21T22:39:53+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,241482.69,,,,Objednávka z příjmu 5629/16 (Lekis nemocnice),
21249,21909,2016-07-21T22:40:30+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,240292.97,,,,Objednávka léčiv,
21253,21913,2016-07-21T22:41:04+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,195255.0,,,,léky,
21257,21917,2016-07-21T22:42:17+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,498351.0,,,,ND pro brachyterapii,
21261,21921,2016-07-21T22:41:42+02:00,2016-07-07,"Krajská nemocnice T. Bati, a. s.",27661989,,362160.0,,,,léky,
20205,21925,2016-07-21T22:48:19+02:00,2016-07-18,Město Uherský Brod,00291463,,70000.0,70000.0,,,Darovací smlouva,
21265,21929,2016-07-21T23:42:13+02:00,2016-07-13,Město Říčany,00240702,Odbor finanční,,100000.0,,,VS dotace Thomayerova nemocnice,
21269,21933,2016-07-22T06:32:26+02:00,2016-05-31,Krajské ředitelství policie Libereckého kraje,72050501,KŘPLK OTO,71560.0,86588.0,,,Zařízení a materiál EZS a EKV část 1,
21273,21937,2016-07-22T06:34:05+02:00,2016-07-20,Zdravotní ústav se sídlem v Ústí nad Labem,71009361,,135911.0,,,,diagnostika,
21277,21941,2016-07-22T06:46:44+02:00,2016-07-14,Fakturace (Ministerstvo obrany),60162694,A499,,634951.14,,,684820 - Testovací přístroj Eurolyser Cube 15 ks,
21281,21945,2016-07-22T06:48:23+02:00,2016-07-11,Jihočeský kraj,70890650,"Odbor školství,mládeže a tělovýchovy",180000.0,180000.0,,,Smlouva o poskytnutí dotace - Individuální dotacepro mládežnický sport - florbal v oddílech a klubech v Jihočeském kraji,
21285,21949,2016-07-22T06:50:52+02:00,2016-07-15,Jihočeský kraj,70890650,"Odbor školství,mládeže a tělovýchovy",170000.0,170000.0,,,"Smlouva o poskytnutí dotace - Výkonnostní házená dětí a mládeže v klubech sdružených v Českém svazuházené, z.s.-Jihočeský krajský svaz házené",
21289,21953,2016-07-22T06:56:12+02:00,2016-07-07,Jihočeský kraj,70890650,"Odbor školství,mládeže a tělovýchovy",150000.0,150000.0,,,Smlouva o poskytnutí dotace - Podpora sportovní přípravy mladých lyžařů a biatlonistů,
21293,21957,2016-07-22T07:03:31+02:00,2016-07-19,Královéhradecký kraj,70889546,,1449687.0,,,,dodatek č. 2 ke smlouvě o poskytnutí finančních prostředků na předfi kofi II. fáze,19261
21297,21961,2016-07-22T07:08:39+02:00,2016-07-11,Správa KRNAP,00088455,,215000.0,,,,SMLJ 36-587/2016 Smlouva o dílo na těžbu dřeva,
21301,21965,2016-07-22T07:08:40+02:00,2016-07-11,Správa KRNAP,00088455,,180000.0,,,,SMLJ 36-589/2016 Smlouva o dílo na těžbu dřeva,
21305,21969,2016-07-22T07:08:38+02:00,2016-07-17,Správa KRNAP,00088455,,170000.0,,,,SMLJ 38-406/2016 Smlouva o dílo na paleobotanická zhodnocení vybraných lokalit,
21309,21973,2016-07-22T07:08:42+02:00,2016-07-12,Správa KRNAP,00088455,,50000.0,,,,SMLJ 36-605/2016 Smlouva o dílo na těžbu dřeva,
21313,21977,2016-07-22T07:20:08+02:00,2016-07-07,Jihočeský kraj,70890650,"Odbor školství,mládeže a tělovýchovy",60000.0,60000.0,,,"Smlouva o poskytnutí dotace - Zajištění soustředění a tréninků dětí a mládeže ve vybraných klubech a oddílech, včetně reprezentace Jihočeského kraje na soutěžích v orientačních sportech",
21317,21985,2016-07-22T07:22:27+02:00,2016-07-11,Jihočeský kraj,70890650,"Odbor školství,mládeže a tělovýchovy",65000.0,65000.0,,,Smlouva o poskytnutí dotace - Podpora sportovní činnosti dětí a mládeže v klubech a oddílech softballu v Jihočeském kraji,
21321,21989,2016-07-22T07:23:21+02:00,2016-03-30,"Gymnázium Jana Blahoslava a Střední pedaqogická škola, Přerov, Denisova 3",61985759,,60521.8,69600.0,,,Ubytování žáků a pedagogů v rámci turistického kurzu v Karlově pod Pradědem ve dnech 6. 6. - 10. 6. 2016.,
21325,21993,2016-07-22T07:23:23+02:00,2008-01-02,"Gymnázium Jana Blahoslava a Střední pedaqogická škola, Přerov, Denisova 3",61985759,,62110.31,71424.0,,,Obědy zaměstnanců 6/2016,
21329,21997,2016-07-22T07:25:23+02:00,2016-07-12,Jihočeský kraj,70890650,"Odbor školství,mládeže a tělovýchovy",100000.0,100000.0,,,Smlouva o poskytnutí dotace - Podpora práce s mládeží ve vybraných oddílech stolního tenisu v Jihočeském kraji,
21333,22001,2016-07-22T07:27:31+02:00,2016-07-19,Jihočeský kraj,70890650,"Odbor školství,mládeže a tělovýchovy",80000.0,80000.0,,,Smlouva o poskytnutí dotace - Podpora triatlonových sportovních klubů,
3905,22005,2016-07-22T07:27:14+02:00,2016-06-30,Správa uprchlických zařízení Ministerstva vnitra,60498021,Správa uprchlických zařízení MV,950000.0,1149500.0,,,Hygienické potřeby,
21341,22013,2016-07-22T07:30:09+02:00,2016-07-15,Jihočeský kraj,70890650,"Odbor školství,mládeže a tělovýchovy",500000.0,500000.0,,,"Smlouva o poskytnutí dotace - Zajištění, provozování a rozvoj mládežnického ledního hokeje",
21345,22017,2016-07-22T07:35:55+02:00,2016-07-19,"Základní Umělecká škola Miloslava Stibora - výtvarný obor, Olomouc, Pionýrská 4",47654279,,56769.0,68691.0,,,"oprava zvlhlých omítek, injektáž pro zamezení vzlínání vlhkosti, odvětrávací lišty natažení pastové omítky",
21349,22021,2016-07-22T07:35:52+02:00,2016-07-15,"Základní Umělecká škola Miloslava Stibora - výtvarný obor, Olomouc, Pionýrská 4",47654279,,53018.0,64152.0,,,dodání a instalace závěsného systému ve školní galerii (elektropráce),
21353,22025,2016-07-22T07:37:45+02:00,2016-07-21,Město Žatec,00265781,,177000.0,,,,finanční příspěvek na opravy sportovního objektu TJ Sever Žatec,
20713,22029,2016-07-22T07:39:55+02:00,2016-07-21,Zlínský kraj,70891320,Odbor řízení dotačních programů,,3279560.0,,,"Smlouva o fin. podpoře 2016-2017 Sociální služby UB p.o. - projekt ""Podpora a rozvoj vybraných  sociálních služeb ve ZK""",
21357,22033,2016-07-22T07:40:38+02:00,2014-11-11,Fakturace (Ministerstvo obrany),60162694,A499,,294000000.0,,,Kompletní servisní podpora PANDUR (Gottvald),
21361,22037,2016-07-22T07:42:06+02:00,2016-07-07,Jihočeský kraj,70890650,OSMT,65000.0,65000.0,,,Smlouva o poskytnutí dotace - Sportovní činnost dětí a mládeže,
21365,22041,2016-07-22T07:44:41+02:00,2016-03-07,Městský obvod Vítkovice,00845451,,1000000.0,1210000.0,,,Údržba dřevin v městském obvodě Poruba,
21369,22045,2016-07-22T07:45:58+02:00,2016-07-20,"Střední škola technická a ekonomická Brno, Olomoucká, příspěvková organizace",00226475,,147370.0,178318.0,,,Smlouva o dílo - Dodávka exteriérových žaluzií,
21373,22049,2016-07-22T07:49:08+02:00,2016-07-13,Fakturace (Ministerstvo obrany),60162694,A499,,476994.1,,,Oprava 3 ks sněhových radlic,
21377,22053,2016-07-22T07:50:49+02:00,2016-07-13,Jihočeský kraj,70890650,OSMT,200000.0,200000.0,,,Smlouva o poskytnutí dotace - Zabezpečení činnosti mládežnických družstev včetně krasobruslení,
21381,22057,2016-07-22T07:51:56+02:00,2016-06-10,Centrum sportu Ministerstva vnitra,75151898,Centrum sportu MV,,,,,dodatek č.1 -Antidopingový výbor ČR,20665
21385,22061,2016-07-22T07:53:43+02:00,2016-07-15,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,44555601,,82500.0,99825.0,,,Dodávka počítačových sestav a IT zařízení,
21389,22065,2016-07-22T07:53:08+02:00,2016-07-12,Jihočeský kraj,70890650,OSMT,200000.0,200000.0,,,Smlouva o poskytnutí dotace - Podpora sportovní činnosti dětí a mládeže,
16641,22085,2016-07-22T07:54:18+02:00,2016-07-12,MV - generální ředitelství HZS ČR,00007064,Odbor provozu informačních technologií a kom.,24000.0,29040.0,,,smlouva o poskytování služeb KIVS-KTS,
21393,22089,2016-07-22T07:55:05+02:00,2016-07-13,Jihočeský kraj,70890650,OSMT,300000.0,300000.0,,,Smlouva o poskytnutí dotace - Podpora činnosti mládeže,
21397,22093,2016-07-22T07:55:43+02:00,2016-07-18,"Česká pošta, s.p.",47114983,,,,,,Dodatek č.3 k Balíku Do ruky a Balíku Na poštu,
21401,22097,2016-07-22T07:58:16+02:00,2016-07-15,"Česká pošta, s.p.",47114983,,,,,,Balík Do ruky a Balík Na poštu,
21405,22101,2016-07-22T07:58:36+02:00,2016-07-07,Jihočeský kraj,70890650,OSMT,200000.0,200000.0,,,Smlouva o poskytnutí dotace - Podpora mládežnickézákladny FC MAS Táborsko a.s.,
21409,22105,2016-07-22T07:58:47+02:00,2016-07-15,"Česká pošta, s.p.",47114983,,,,,,Balík Do ruky a Balík Na poštu,
21413,22109,2016-07-22T07:59:45+02:00,2016-07-07,"Česká pošta, s.p.",47114983,,,,,,Bezhotovostní úhrada cen,
21417,22113,2016-07-22T08:00:00+02:00,2016-07-01,"Česká pošta, s.p.",47114983,,,,,,Bezhotovostní úhrada cen,
21421,22117,2016-07-22T08:00:13+02:00,2016-07-12,"Česká pošta, s.p.",47114983,,,,,,Obchodní psaní,
21425,22121,2016-07-22T08:02:06+02:00,2016-07-15,Zlínský kraj,70891320,Odbor Kancelář ředitele,,97526.0,,,8 ks WIFI Access Pointů Cisco AIR-CAP1602E-E-K9 včetně antén,
21429,22125,2016-07-22T08:02:56+02:00,2016-07-12,Statutární město Brno,44992785,"Odbor školství, mládeže a",,207100.0,,,Plavecké dráhy 2016/ž.č. 188c,
21433,22129,2016-07-22T08:02:40+02:00,2016-07-14,Městský obvod Vítkovice,00845451,OFR,54351.0,,,,Složení jistoty v souvislosti s pronájmem nebytových prostor,
21437,22133,2016-07-22T08:04:36+02:00,2015-07-20,Fakturace (Ministerstvo obrany),60162694,A499,,,,,dodatek č. 1,
21441,22137,2016-07-22T08:04:53+02:00,2016-06-30,Fakturace (Ministerstvo obrany),60162694,A499,,,,,dodatek č. 2,
21445,22141,2016-07-22T08:05:11+02:00,2016-07-15,Fakturace (Ministerstvo obrany),60162694,A499,,,,,dodatek č. 3,
21449,22145,2016-07-22T08:05:49+02:00,2016-07-14,Fakturace (Ministerstvo obrany),60162694,A499,,64735.0,,,HPLC kolony - MV VF20152016039,
21457,22153,2016-07-22T08:07:13+02:00,2016-07-07,Fakturace (Ministerstvo obrany),60162694,A499,,647192.0,,,chemikálie a spotř.mat. - GAČR 15-02584S,
21461,22157,2016-07-22T08:07:44+02:00,2016-07-14,Fakturace (Ministerstvo obrany),60162694,A499,,256411.1,,,ELISA čtečka - DZRO ZHN KMPB; smlouva vložena viz. vazby - přílohy,
21465,22161,2016-07-22T08:11:40+02:00,2016-07-18,Hasičský záchranný sbor Libereckého kraje,70888744,"Šumavská 414, Liberec",187438.0,226800.0,,,Smlouva Zdvihací vaky,
21469,22165,2016-07-22T08:13:46+02:00,2016-07-11,Městský obvod Vítkovice,00845451,,90000.0,,,,Servis kopírovacího stroje,
21473,22169,2016-07-22T08:13:42+02:00,2016-07-19,Národní centrum ošetřovatelství a nelékařských zdravotnických oborů,00023850,,122858.0,148658.18,,,NCO NZO Brno - židle pro učebny,
21481,22177,2016-07-22T08:17:24+02:00,2016-07-20,Národní centrum ošetřovatelství a nelékařských zdravotnických oborů,00023850,,204806.9,247816.3,,,NCO NZO Brno - výměna podlahové krytiny,
21485,22181,2016-07-22T08:19:55+02:00,2016-07-21,Zdravotní ústav se sídlem v Ústí nad Labem,71009361,,68985.0,,,,diagnostika,
21497,22185,2016-07-22T08:20:28+02:00,2016-07-15,"Gymnázium Olgy Havlové, Ostrava-Poruba, příspěvková organizace",00602159,,1074260.29,,,,Smlouva o dílo - Stavební úpravy části skladu na cvičební prostor,
21501,22189,2016-07-22T08:24:27+02:00,2016-07-08,Krajské ředitelství policie hlavního města Prahy,75151472,Krajské ředitelství policie hl.m.Prahy,197500.0,197500.0,,,PD k rekon.2 výtahů Kongresová 2,
21505,22193,2016-07-22T08:25:38+02:00,2016-07-12,Centrum kardiovaskulární a transplantační chirurgie,00209775,,75120.0,86388.0,,,spotřební materiál,
21509,22197,2016-07-22T08:27:27+02:00,2016-07-13,Centrum kardiovaskulární a transplantační chirurgie,00209775,,,100430.0,,,Spotřební materiál,
21513,22201,2016-07-22T08:27:22+02:00,2016-06-29,Krajské ředitelství policie Ústeckého kraje,75151537,OMTZ,164921.0,199554.41,,,systém monitorování teploty pro OKTE,
21517,22205,2016-07-22T08:30:31+02:00,2016-07-01,Centrum kardiovaskulární a transplantační chirurgie,00209775,,151835.0,183720.35,,,spotřební materiál,
21521,22209,2016-07-22T08:31:41+02:00,2016-07-11,Fakturace (Ministerstvo obrany),60162694,A499,,750000.0,,,"RS-Servis, údržba a oprava jeřábové techniky",
21525,22213,2016-07-22T08:32:04+02:00,2016-06-22,Krajské ředitelství policie Ústeckého kraje,75151537,OMTZ,339321.49,410579.0,,,potápěčská technika,
21529,22217,2016-07-22T08:32:54+02:00,2016-07-20,Thomayerova nemocnice,00064190,,,,,,Objednávka stentů,
21533,22221,2016-07-22T08:32:18+02:00,2016-07-11,Fakturace (Ministerstvo obrany),60162694,A499,,1800000.0,,,RS - Údržba a oprava P 50N,
21537,22225,2016-07-22T08:32:57+02:00,2016-07-01,Olomoucký kraj,60609460,OSV,,1760600.0,,,PONTIS Šumperk,
21541,22229,2016-07-22T08:32:58+02:00,2016-07-11,Fakturace (Ministerstvo obrany),60162694,A499,,300000.0,,,RS - Servis a oprava Thermo-King,
21545,22233,2016-07-22T08:35:08+02:00,2016-06-29,Krajské ředitelství policie Ústeckého kraje,75151537,OMTZ,59500.0,71995.0,,,Koflerův bodotávek,
21549,22237,2016-07-22T08:36:02+02:00,2016-07-15,Olomoucký kraj,60609460,OSV,,118400.0,,,"Bílý kruh bezpečí, z.s.",
21553,22241,2016-07-22T08:36:46+02:00,2016-07-19,Statutární město Opava,00300535,,63470.0,76799.0,,,"1ks Cisco WSC2960X48LPSL, 48xGigE PoE 370W, 4x SFP",
21557,22245,2016-07-22T08:38:45+02:00,2016-07-20,MĚSTO ČERNOŠICE,00241121,,859671.67,1040203.0,,,Kupní smlouva,
21561,22249,2016-07-22T08:41:48+02:00,2016-07-19,"Technické služby města Chomutova, příspěvková organizace",00079065,,73142.0,88501.82,,,Objednávka na vibrační válec,
21565,22253,2016-07-22T08:44:42+02:00,2016-07-04,Olomoucký kraj,60609460,OSV,,100000.0,,,DT - č. 1 - Město Mohelnice,
21569,22257,2016-07-22T08:45:36+02:00,2016-07-19,Zdravotní ústav se sídlem v Ústí nad Labem,71009361,,95760.0,,,,diagnostika,
21573,22261,2016-07-22T08:45:27+02:00,2016-07-20,statutární město Děčín,00261238,OMH - Odbor místního hospodářství a majetku města,,99000.0,,,Smlouva o uzavření budoucí smlouvy o zřízení věcného břemene-služebnosti,
21577,22265,2016-07-22T08:45:34+02:00,2016-07-21,Masarykův onkologický ústav,00209805,,111202.43,,,,Dodávka léčivých přípravků,
21585,22273,2016-07-22T08:47:33+02:00,2016-07-22,"SPORTIS, příspěvková organizace",65759800,,75000.0,90750.0,,,Kupní smlouva na vertikutační sadu,
21593,22277,2016-07-22T08:48:57+02:00,2016-06-14,Státní veterinární ústav Praha,00019305,,111054.5,134375.95,,,odborný materiál,
21597,22281,2016-07-22T08:49:16+02:00,2016-07-08,Město Pohořelice,00283509,Finanční odbor,62300.0,75383.0,,,"Objednáváme u Vás licence do programu VERA: VERAeGON Client-AISEO, VERAeGON Client-AISEO, Kompozitní služby (AISEO a AISC Viewer), Smlouvy - Centrální registr smluv.",
21601,22285,2016-07-22T08:51:41+02:00,2016-07-20,Město Vsetín,00304450,,,292038.34,,,Smlouva o dílo,
21605,22289,2016-07-22T08:53:34+02:00,2016-07-12,Fakturace (Ministerstvo obrany),60162694,A499,,70470.4,,,828000: Výbava pro přežití,
21609,22293,2016-07-22T08:55:06+02:00,2016-07-20,"Ústav molekulární genetiky AV ČR, v. v. i.",68378050,,65700.0,,,,Objednávka,
21613,22297,2016-07-22T08:55:02+02:00,2016-07-14,Fakturace (Ministerstvo obrany),60162694,A499,,1846689.9,,,"Automobil užitkový do 3,5 t - nákup (část 2)",
21617,22301,2016-07-22T08:55:39+02:00,2016-07-01,Fakturace (Ministerstvo obrany),60162694,A499,,11286434.72,,,"Automobil užitkový do 3,5 t - nákup (část 1)",
20893,22305,2016-07-22T08:56:25+02:00,2016-07-13,ČESKÝ ROZHLAS,45245053,,147700.0,,,,Smlouva o dílo - oprava oplocení objektu ČRo v Ústí nad Labem,
20885,22309,2016-07-22T08:58:17+02:00,2016-07-07,ČESKÝ ROZHLAS,45245053,,250000.0,,,,Dohoda o ukončení spolupráce,
21621,22313,2016-07-22T09:00:24+02:00,2016-07-19,"Povodí Odry, státní podnik",70890021,,,,,,"VD Olešná, zvýšení bezpečnosti přehrady, studie
    proveditelnosti",
21453,22317,2016-07-22T09:00:25+02:00,2016-07-11,Město Semily,00276111,,260048.0,299056.0,,,Zhotovení altánu na zahradě Sociálních služeb Semily,
21625,22321,2016-07-22T09:01:18+02:00,2016-07-20,"Střední odborné učiliště opravárenské, Králíky, Předměstí 427",00087939,,824649.0,997825.0,,,Smlouva o dílo č. 03/2016 - Stavební úpravy v budově DM - SOU opravárenské Králíky,
21629,22325,2016-07-22T09:01:40+02:00,2016-07-07,"Povodí Vltavy, státní podnik",70889953,,,,,,Dodatek č. 1 ke Smlouvě o nájmu pozemku č. 301/2014 ze dne 28.4.2014,
21633,22329,2016-07-22T09:02:58+02:00,2016-06-28,Město Žďár nad Sázavou,00295841,,3000.0,,,,veřejnoprávní smlouva,
21637,22333,2016-07-22T09:06:44+02:00,2016-07-12,"Povodí Moravy, s.p.",70890013,,,200000.0,,,Kupní smlouva,
21645,22341,2016-07-22T09:07:19+02:00,2016-07-21,Zdravotní ústav se sídlem v Ústí nad Labem,71009361,,105840.0,,,,diagnostika,
21649,22345,2016-07-22T09:08:44+02:00,2016-06-20,Městský obvod Vítkovice,00845451,,,,,,Darovací smlouva,
21653,22349,2016-07-22T09:08:42+02:00,2016-07-13,Městský obvod Vítkovice,00845451,,,150000.0,,,Veřejnoprávní smlouva o poskytnutí účelové dotace z rozpočtu statutárního města Ostravy,
21657,22353,2016-07-22T09:09:41+02:00,2016-07-18,"Českomoravská záruční a rozvojová banka, a.s.",44848943,,,,,,Registr Smluv - Objednávka č. 2016/0051-115-C ICZ a.s.,
