ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
47976969,SULKO s. r. o.,112,Společnost s ručením omezeným,1993-05-13,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,46730,"Velkoobchod se dřevem, stavebními materiály a sanitárním vybavením"
47997885,Charita Valašské Meziříčí,721,Církevní organizace,1992-08-06,,15002,Neziskové instituce sloužící domácnostem soukromé národní,100 - 199 zaměstnanců,8899,Ostatní ambulantní nebo terénní sociální služby j. n.
48005894,Charita Šumperk,721,Církevní organizace,1992-04-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,8899,Ostatní ambulantní nebo terénní sociální služby j. n.
48014630,Libor Gašparovič,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1992-12-29,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
48026620,"H + H stavební společnost, spol. s r.o.",112,Společnost s ručením omezeným,1992-11-05,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,41201,Výstavba bytových budov
48029289,Pragolab s.r.o.,112,Společnost s ručením omezeným,1992-11-16,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
48029360,"medisap,s.r.o.",112,Společnost s ručením omezeným,1992-11-17,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
48029483,AŽD Praha s.r.o.,112,Společnost s ručením omezeným,1992-11-17,,11002,Nefinanční podniky soukromé národní,1500 - 1999 zaměstnanců,42120,Výstavba železnic a podzemních drah
48032263,"Bytové družstvo uživatelů domu čp.820,Budějovická 42 Praha 4",205,Družstvo,1993-08-09,,11002,Nefinanční podniky soukromé národní,Neuvedeno,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
48033758,Auto - Poly spol. s r.o.,112,Společnost s ručením omezeným,1992-11-20,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,45110,Obchod s automobily a jinými lehkými motorovými vozidly
48034096,PE Systems s.r.o.,112,Společnost s ručením omezeným,1992-11-20,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,6 - 9 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
48035599,SWIETELSKY stavební s.r.o.,112,Společnost s ručením omezeným,1992-11-26,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1000 - 1499 zaměstnanců,42110,Výstavba silnic a dálnic
48038687,"OMV Česká republika, s.r.o.",112,Společnost s ručením omezeným,1992-12-03,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,4671,"Velkoobchod s pevnými, kapalnými a plynnými palivy a příbuznými výrobky"
48041351,Grifols s.r.o.,112,Společnost s ručením omezeným,1992-12-15,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,20 - 24 zaměstnanci,46460,Velkoobchod s farmaceutickými výrobky
48108375,"AV MEDIA, a.s.",121,Akciová společnost,1992-12-23,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,77390,"Pronájem a leasing ostatních strojů, zařízení a výrobků j. n."
48111198,ACTIVA spol. s r.o.,112,Společnost s ručením omezeným,1992-12-28,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,46900,Nespecializovaný velkoobchod
48117153,SIAD Czech spol. s r.o.,112,Společnost s ručením omezeným,1993-01-25,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,20110,Výroba technických plynů
48119083,"CLARINO, s.r.o.",112,Společnost s ručením omezeným,1993-04-05,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,81210,Všeobecný úklid budov
48133892,"Základní škola a Mateřská škola Emy Destinnové, Praha 6, náměstí Svobody 3/930",331,Příspěvková organizace,1992-12-16,,13130,Místní vládní instituce,100 - 199 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
48133981,Státní zemědělský intervenční fond,381,Fond (ze zákona),1993-01-01,,13110,Ústřední vládní instituce,1000 - 1499 zaměstnanců,84130,Regulace a podpora podnikatelského prostředí
48133990,Správa státních hmotných rezerv,325,Organizační složka státu,1993-01-01,,13110,Ústřední vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
48135054,Pedagogicko-psychologická poradna pro Prahu 11 a 12,331,Příspěvková organizace,1992-12-10,,13130,Místní vládní instituce,20 - 24 zaměstnanci,85600,Podpůrné činnosti ve vzdělávání
48135097,Úřad průmyslového vlastnictví,325,Organizační složka státu,1993-01-01,,13110,Ústřední vládní instituce,250 - 499 zaměstnanců,84110,Všeobecné činnosti veřejné správy
48135267,"Úřad pro technickou normalizaci, metrologii a státní zkušebnictví",325,Organizační složka státu,1993-01-01,,13110,Ústřední vládní instituce,100 - 199 zaměstnanců,84130,Regulace a podpora podnikatelského prostředí
48135453,Vyšší policejní škola a Střední policejní škola Ministerstva vnitra v Praze,325,Organizační složka státu,1993-01-01,,13110,Ústřední vládní instituce,100 - 199 zaměstnanců,85322,Střední odborné vzdělávání na středních odborných školách
48152366,MarS a.s.,121,Akciová společnost,1992-12-14,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,13920,"Výroba konfekčních textilních výrobků, kromě oděvů"
48153672,DESIGN s.r.o.,112,Společnost s ručením omezeným,1993-01-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4120,Výstavba bytových a nebytových budov
48160865,Dětský domov Pardubice,331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,87900,Ostatní pobytové služby sociální péče
48168769,AUTOSPOL spol. s r.o.,112,Společnost s ručením omezeným,1993-03-16,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,45320,"Maloobchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů"
48169731,"BERINGEI, s.r.o.",112,Společnost s ručením omezeným,1993-03-11,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,Neuvedeno,46900,Nespecializovaný velkoobchod
48171131,"Iveco Czech Republic, a. s.",121,Akciová společnost,1993-07-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,2000 - 2499 zaměstnanců,29100,Výroba motorových vozidel a jejich motorů
48171298,Proteco s. r. o.,112,Společnost s ručením omezeným,1993-07-16,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,62010,Programování
48172898,"Vodovody a kanalizace Hradec Králové, a. s.",121,Akciová společnost,1993-11-01,,11001,Nefinanční podniky veřejné,25 - 49 zaměstnanců,68202,Pronájem vlastních nebo pronajatých nemovitostí s nebytovými prostory
48172901,"VHOS, a. s.",121,Akciová společnost,1993-11-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
48173002,"Vodovody a kanalizace Havlíčkův Brod, a. s.",121,Akciová společnost,1993-11-01,,11001,Nefinanční podniky veřejné,100 - 199 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
48173355,"PARAMO, a.s.",121,Akciová společnost,1994-01-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,19200,Výroba rafinovaných ropných produktů
48173398,"Vodovody a kanalizace Jablonné nad Orlicí, a.s.",121,Akciová společnost,1994-01-01,,11001,Nefinanční podniky veřejné,100 - 199 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
48201936,T.O.D.O.K. spol. s r.o.,112,Společnost s ručením omezeným,1992-12-03,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43320,Truhlářské práce
48207357,Lesní družstvo v Ondřejově,205,Družstvo,1993-06-24,,11002,Nefinanční podniky soukromé národní,Neuvedeno,02,Lesnictví a těžba dřeva
48266621,"TSUNAMI, spol. s r.o.",112,Společnost s ručením omezeným,1993-03-08,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,74,"Ostatní profesní, vědecké a technické činnosti"
48267210,"ARR - Agentura regionálního rozvoje, spol. s r.o.",112,Společnost s ručením omezeným,1993-04-01,,11001,Nefinanční podniky veřejné,10 - 19 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
48290718,"DHK Baník Most, s.r.o.",112,Společnost s ručením omezeným,1993-06-01,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,68320,Správa nemovitostí na základě smlouvy nebo dohody
48333310,Obec Žákava,801,Obec nebo městská část hlavního města Prahy,1993-01-01,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
48362697,WAKAN TOPA v.o.s.,111,Veřejná obchodní společnost,1993-07-26,,11002,Nefinanční podniky soukromé národní,Neuvedeno,791,Činnosti cestovních agentur a cestovních kanceláří
48365513,Krajská hospodářská komora Karlovarského kraje,745,Komora (s výjimkou profesních komor),1993-08-03,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,94110,Činnosti podnikatelských a zaměstnavatelských organizací
48386740,Jiří Kouřil,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1993-02-11,,14100,Zaměstnavatelé,10 - 19 zaměstnanců,49410,Silniční nákladní doprava
48391531,"Projekt 2010, s.r.o.",112,Společnost s ručením omezeným,1993-08-16,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
48397555,MAVA spol. s r.o.,112,Společnost s ručením omezeným,1993-03-15,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,33200,Instalace průmyslových strojů a zařízení
48398195,AREA . stavby s.r.o.,112,Společnost s ručením omezeným,1993-03-12,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43290,Ostatní stavební instalace
48399183,MoSeV Olomouc s.r.o.,112,Společnost s ručením omezeným,1993-03-15,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,43120,Příprava staveniště
48399477,"TM Stav, spol. s r.o.",112,Společnost s ručením omezeným,1993-11-26,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,4120,Výstavba bytových a nebytových budov
48425052,Pavel Šomek,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-05-12,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
48425753,Petr Slanina,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-11-15,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,4120,Výstavba bytových a nebytových budov
48426083,"Junák - český skaut, středisko Evžena Cedivody Karviná, z. s.",736,Pobočný spolek,1991-12-28,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94991,Činnosti organizací dětí a mládeže
48427560,Římskokatolická farnost svatého Mořice Olomouc,721,Církevní organizace,1993-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94910,Činnosti náboženských organizací
48427586,Římskokatolická farnost Olomouc - Hejčín,721,Církevní organizace,1993-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94910,Činnosti náboženských organizací
48427748,Římskokatolická farnost svatého Václava Olomouc,721,Církevní organizace,1993-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94910,Činnosti náboženských organizací
48460362,Základní škola Třešť,331,Příspěvková organizace,1993-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
48476684,Ing. Jiří Škrabal,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-05-24,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
48489336,Oblastní charita Uherský Brod,721,Církevní organizace,1993-04-02,,15002,Neziskové instituce sloužící domácnostem soukromé národní,100 - 199 zaměstnanců,8899,Ostatní ambulantní nebo terénní sociální služby j. n.
48512478,"Nemocnice Milosrdných bratří, příspěvková organizace",331,Příspěvková organizace,1993-07-01,,13130,Místní vládní instituce,500 - 999 zaměstnanců,86100,Ústavní zdravotní péče
48512630,"Základní škola a mateřská škola Brno,Křídlovická 30b,příspěvková organizace",331,Příspěvková organizace,1993-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
48513997,"Základní škola a Mateřská škola Brno, Bosonožské nám. 44, příspěvková organizace",331,Příspěvková organizace,1993-07-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
48526096,"ZŠ, OKŘÍŠKY",331,Příspěvková organizace,1993-12-20,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
48528790,MOTO MORAVA s.r.o.,112,Společnost s ručením omezeným,1993-04-08,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,45110,Obchod s automobily a jinými lehkými motorovými vozidly
48529753,"BAUMAT,spol.s.r.o.",112,Společnost s ručením omezeným,1993-04-22,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,4120,Výstavba bytových a nebytových budov
48530166,"MALESSPOL, s.r.o.",112,Společnost s ručením omezeným,1993-05-18,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,02200,Těžba dřeva
48531235,"INEX Moravské Budějovice, s.r.o.",112,Společnost s ručením omezeným,1993-04-30,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,4120,Výstavba bytových a nebytových budov
48539589,"SAMSON PRAHA, spol. s r.o.",112,Společnost s ručením omezeným,1993-04-15,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,56100,"Stravování v restauracích, u stánků a v mobilních zařízeních"
48546542,Česká softballová asociace,706,Spolek,1993-01-04,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
48549037,Grantová agentura České republiky,325,Organizační složka státu,1993-01-01,,13110,Ústřední vládní instituce,100 - 199 zaměstnanců,84110,Všeobecné činnosti veřejné správy
48582085,Proximity Prague s.r.o.,112,Společnost s ručením omezeným,1993-02-08,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,73110,Činnosti reklamních agentur
48583391,"INDUSTRY MEASURING,spol. s r.o.,ve zkratce INMES,spol. s r.o.",112,Společnost s ručením omezeným,1993-02-18,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
48586285,B. Braun Medical s.r.o.,112,Společnost s ručením omezeným,1992-02-22,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
48586366,"AMEDIS, spol. s r.o.",112,Společnost s ručením omezeným,1993-02-22,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
48592412,"EVROPSKÁ VODNÍ DOPRAVA-SPED., s.r.o.",112,Společnost s ručením omezeným,1993-03-22,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,50400,Vnitrozemská vodní nákladní doprava
48592722,"DOPRAVNÍ A INŽENÝRSKÉ PROJEKTY s.r.o., zkráceně: DIPRO, spol. s r.o.",112,Společnost s ručením omezeným,1993-03-17,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
48621692,Nadační fond HOSPITAL BROUMOV,118,Nadační fond,1994-04-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,86909,Ostatní činnosti související se zdravotní péčí j. n.
48677752,"Domov Barbora Kutná Hora, poskytovatel sociálních služeb",331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,87201,Sociální péče v zařízeních pro osoby s chronickým duševním onemocněním
48681911,MUDr.Hakenová Dobroslava,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1993-12-06,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,86210,Všeobecná ambulantní zdravotní péče
48769908,Římskokatolická farnost Svatý Kopeček u Olomouce,721,Církevní organizace,1993-01-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94910,Činnosti náboženských organizací
48772739,"Centrum pečovatelské služby Frýdek-Místek, příspěvková organizace",331,Příspěvková organizace,1993-07-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,8810,Ambulantní nebo terénní sociální služby pro seniory a osoby se zdravotním postižením
48804525,"Zdravotnická záchranná služba Moravskoslezského kraje, příspěvková organizace",331,Příspěvková organizace,1993-04-01,,13130,Místní vládní instituce,1000 - 1499 zaměstnanců,86909,Ostatní činnosti související se zdravotní péčí j. n.
48805491,Základní škola s polským jazykem vyučovacím a Mateřská škola s polským jazykem vyučovacím Český Těšín        Havlíčkova 13 okres Karviná,331,Příspěvková organizace,1993-05-01,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
48842591,Římskokatolická farnost Bzenec,721,Církevní organizace,1993-02-22,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94910,Činnosti náboženských organizací
48887528,Jiří Mejzlík,105,Fyzická osoba podnikající dle jiných zákonů než živnostenského a zákona o zemědělství nezapsaná v obchodním rejstříku,1993-09-01,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,35110,Výroba elektřiny
48895288,Základní škola Měřín,331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
48897540,Orel jednota Žďár nad Sázavou,736,Pobočný spolek,1995-11-03,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93110,Provozování sportovních zařízení
48899097,NOVOMĚSTSKÉ SOCIÁLNÍ SLUŽBY,331,Příspěvková organizace,1996-07-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,87301,Sociální péče v domovech pro seniory
48908088,"Kóta-sady, spol. s r.o.",112,Společnost s ručením omezeným,1993-08-16,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,01500,Smíšené hospodářství
48948624,G IMPULS Praha spol.s.r.o.,112,Společnost s ručením omezeným,1994-04-14,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,71121,Geologický průzkum
48949566,Velo MTB s.r.o.,112,Společnost s ručením omezeným,1994-05-03,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
49056689,"Technické služby města Pelhřimova, příspěvková organizace",331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,100 - 199 zaměstnanců,38110,"Shromažďování a sběr odpadů, kromě nebezpečných"
49097652,AEC NOVÁK s.r.o.,112,Společnost s ručením omezeným,1993-08-30,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,26200,Výroba počítačů a periferních zařízení
49098306,"Poliklinika Železný Brod, společnost s ručením omezeným (s.r.o.)",112,Společnost s ručením omezeným,1993-09-08,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,86210,Všeobecná ambulantní zdravotní péče
49099451,"Severočeské vodovody a kanalizace, a.s.",121,Akciová společnost,1993-09-28,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1500 - 1999 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
49099469,Severočeská vodárenská společnost a.s.,121,Akciová společnost,1993-10-01,,11001,Nefinanční podniky veřejné,50 - 99 zaměstnanců,68202,Pronájem vlastních nebo pronajatých nemovitostí s nebytovými prostory
49137182,MATEŘSKÁ ŠKOLA,331,Příspěvková organizace,1994-01-01,,13130,Místní vládní instituce,6 - 9 zaměstnanců,85100,Předškolní vzdělávání
49157582,"Handball club Zlín, z.s.",706,Spolek,1990-05-14,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93120,Činnosti sportovních klubů
49162756,Roman Zlesák,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-10-13,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,32200,Výroba hudebních nástrojů
49165895,Jaroslav Lapeš,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1994-01-17,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,43120,Příprava staveniště
49175360,Ing. Pavel Gregorič,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-05-19,,14100,Zaměstnavatelé,1 - 5 zaměstnanců,73110,Činnosti reklamních agentur
49195379,Zemědělské družstvo Příchovice,205,Družstvo,1993-09-13,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,01500,Smíšené hospodářství
49196812,OMEXOM GA Energo s.r.o.,112,Společnost s ručením omezeným,1993-09-25,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,42220,Výstavba inženýrských sítí pro elektřinu a telekomunikace
49243764,BIO-RAD spol. s r.o.,112,Společnost s ručením omezeným,1993-05-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
49245651,REVYKO spol s r.o.,112,Společnost s ručením omezeným,1993-05-28,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,43320,Truhlářské práce
49277600,ČESKÁ CENTRÁLA CESTOVNÍHO RUCHU,331,Příspěvková organizace,1993-04-01,,13110,Ústřední vládní instituce,100 - 199 zaměstnanců,84130,Regulace a podpora podnikatelského prostředí
49283171,"NADOZ, s.r.o.",112,Společnost s ručením omezeným,1993-06-22,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,4221,Výstavba inženýrských sítí pro kapaliny a plyny
49284479,EL-VY spol. s r.o.,112,Společnost s ručením omezeným,1993-05-20,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,28220,Výroba zdvihacích a manipulačních zařízení
49285271,"SOLIDA, spol. s r.o.",112,Společnost s ručením omezeným,1993-05-13,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,25720,Výroba zámků a kování
49286838,"AGRICO, s.r.o.",112,Společnost s ručením omezeným,1993-04-08,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46610,"Velkoobchod se zemědělskými stroji, strojním zařízením a příslušenstvím"
49294555,"Podkrkonošská společnost přátel dětí zdravotně postižených Semily, z. s.",706,Spolek,1992-11-27,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49314653,"Gymnázium, Lanškroun, nám. Jana Marka Marků 113",331,Příspěvková organizace,1995-01-01,,13130,Místní vládní instituce,25 - 49 zaměstnanců,85312,Střední všeobecné vzdělávání
49337491,Petr Dvořáček,101,Fyzická osoba podnikající dle živnostenského zákona nezapsaná v obchodním rejstříku,1993-06-08,,14200,Osoby samostatně výdělečně činné,Bez zaměstnanců,257,"Výroba nožířských výrobků, nástrojů a železářských výrobků"
49356089,AVE CZ odpadové hospodářství s.r.o.,112,Společnost s ručením omezeným,1993-04-27,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,1000 - 1499 zaměstnanců,38110,"Shromažďování a sběr odpadů, kromě nebezpečných"
49356691,Carl Zeiss spol. s r.o.,112,Společnost s ručením omezeným,1993-04-28,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
49366076,SPRÁVA PRAŽSKÉHO HRADU,331,Příspěvková organizace,1993-04-19,,13110,Ústřední vládní instituce,250 - 499 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
49419340,ŠIN - MU Hodonín,706,Spolek,1993-12-06,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
49434179,"AGRO - Měřín, a.s.",121,Akciová společnost,1993-07-28,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,01500,Smíšené hospodářství
49439502,Římskokatolická farnost Hostěradice,721,Církevní organizace,1994-07-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94910,Činnosti náboženských organizací
49440829,Římskokatolická farnost Hluboké Mašůvky,721,Církevní organizace,1994-07-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94910,Činnosti náboženských organizací
49449770,"ElektroSystem Zlín, s.r.o.",112,Společnost s ručením omezeným,1993-11-10,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,10 - 19 zaměstnanců,46430,Velkoobchod s elektrospotřebiči a elektronikou
49450301,"MOL Česká republika, s.r.o.",112,Společnost s ručením omezeným,1993-11-01,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,200 - 249 zaměstnanců,4671,"Velkoobchod s pevnými, kapalnými a plynnými palivy a příbuznými výrobky"
49451341,"BRNOTRON, v.o.s.",111,Veřejná obchodní společnost,1993-10-25,,11002,Nefinanční podniky soukromé národní,Neuvedeno,43210,Elektrické instalace
49451766,SEMO a.s.,121,Akciová společnost,1993-12-03,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,01110,"Pěstování obilovin (kromě rýže), luštěnin a olejnatých semen"
49452959,"WINSTON Production, s.r.o.",112,Společnost s ručením omezeným,1993-11-17,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,25620,Obrábění
49453653,"Prototypa-ZM, s.r.o.",112,Společnost s ručením omezeným,1993-11-29,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,7219,Ostatní výzkum a vývoj v oblasti přírodních a technických věd
49453874,"VÚSH, a.s.",121,Akciová společnost,1993-12-01,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
49454501,SDS EXMOST spol. s r.o.,112,Společnost s ručením omezeným,1994-01-04,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,42130,Výstavba mostů a tunelů
49454544,"Vodovody a kanalizace Hodonín, a.s.",121,Akciová společnost,1994-01-01,,11001,Nefinanční podniky veřejné,250 - 499 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
49455842,"VODÁRENSKÁ AKCIOVÁ SPOLEČNOST, a.s.",121,Akciová společnost,1993-12-01,,11001,Nefinanční podniky veřejné,1000 - 1499 zaměstnanců,36000,"Shromažďování, úprava a rozvod vody"
49457004,Svazek vodovodů a kanalizací Tišnovsko,771,Svazek obcí,1993-08-02,,13130,Místní vládní instituce,1 - 5 zaměstnanců,84110,Všeobecné činnosti veřejné správy
49466631,"Základní škola a Mateřská škola Brno, Blažkova 9",331,Příspěvková organizace,1993-12-08,,13130,Místní vládní instituce,50 - 99 zaměstnanců,85311,Základní vzdělávání na druhém stupni základních škol
49466739,Nadační fond VITA NOVA,118,Nadační fond,1993-12-09,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
49551655,"TOI TOI, sanitární systémy, s r.o.",112,Společnost s ručením omezeným,1993-11-12,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,37000,Činnosti související s odpadními vodami
